Images,Labels
artifacts/data_ingestion/data/dataset\rainbow\0601.jpg,rainbow
artifacts/data_ingestion/data/dataset\glaze\6616.jpg,glaze
artifacts/data_ingestion/data/dataset\hail\0246.jpg,hail
artifacts/data_ingestion/data/dataset\fogsmog\4399.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rain\1213.jpg,rain
artifacts/data_ingestion/data/dataset\lightning\2102.jpg,lightning
artifacts/data_ingestion/data/dataset\sandstorm\3439.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5236.jpg,rime
artifacts/data_ingestion/data/dataset\rime\5372.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1183.jpg,rain
artifacts/data_ingestion/data/dataset\snow\0949.jpg,snow
artifacts/data_ingestion/data/dataset\frost\3851.jpg,frost
artifacts/data_ingestion/data/dataset\snow\0912.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3224.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2357.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\1857.jpg,lightning
artifacts/data_ingestion/data/dataset\frost\4007.jpg,frost
artifacts/data_ingestion/data/dataset\hail\0530.jpg,hail
artifacts/data_ingestion/data/dataset\dew\2546.jpg,dew
artifacts/data_ingestion/data/dataset\hail\0022.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3796.jpg,frost
artifacts/data_ingestion/data/dataset\sandstorm\3146.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2416.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1717.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1283.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3457.jpg,sandstorm
artifacts/data_ingestion/data/dataset\lightning\1856.jpg,lightning
artifacts/data_ingestion/data/dataset\lightning\2170.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0110.jpg,hail
artifacts/data_ingestion/data/dataset\lightning\2075.jpg,lightning
artifacts/data_ingestion/data/dataset\rainbow\0764.jpg,rainbow
artifacts/data_ingestion/data/dataset\fogsmog\4228.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5642.jpg,rime
artifacts/data_ingestion/data/dataset\rime\5527.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6506.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3933.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6678.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5717.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4916.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6553.jpg,glaze
artifacts/data_ingestion/data/dataset\sandstorm\3249.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rainbow\0626.jpg,rainbow
artifacts/data_ingestion/data/dataset\rainbow\0621.jpg,rainbow
artifacts/data_ingestion/data/dataset\frost\3842.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4322.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2215.jpg,dew
artifacts/data_ingestion/data/dataset\snow\1263.jpg,snow
artifacts/data_ingestion/data/dataset\frost\3698.jpg,frost
artifacts/data_ingestion/data/dataset\hail\0294.jpg,hail
artifacts/data_ingestion/data/dataset\hail\0325.jpg,hail
artifacts/data_ingestion/data/dataset\frost\4033.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6225.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4295.jpg,fogsmog
artifacts/data_ingestion/data/dataset\sandstorm\2939.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1549.jpg,rain
artifacts/data_ingestion/data/dataset\glaze\6444.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5369.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3018.jpg,sandstorm
artifacts/data_ingestion/data/dataset\frost\3829.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\2010.jpg,lightning
artifacts/data_ingestion/data/dataset\lightning\1895.jpg,lightning
artifacts/data_ingestion/data/dataset\frost\3900.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1568.jpg,rain
artifacts/data_ingestion/data/dataset\hail\0037.jpg,hail
artifacts/data_ingestion/data/dataset\rainbow\0802.jpg,rainbow
artifacts/data_ingestion/data/dataset\snow\1096.jpg,snow
artifacts/data_ingestion/data/dataset\frost\3807.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1664.jpg,rain
artifacts/data_ingestion/data/dataset\frost\3969.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1474.jpg,rain
artifacts/data_ingestion/data/dataset\glaze\6283.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4769.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rain\1543.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4425.jpg,fogsmog
artifacts/data_ingestion/data/dataset\sandstorm\2976.jpg,sandstorm
artifacts/data_ingestion/data/dataset\snow\0872.jpg,snow
artifacts/data_ingestion/data/dataset\rain\1720.jpg,rain
artifacts/data_ingestion/data/dataset\snow\1149.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0222.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3501.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5866.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3403.jpg,sandstorm
artifacts/data_ingestion/data/dataset\frost\4027.jpg,frost
artifacts/data_ingestion/data/dataset\dew\2563.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\2028.jpg,lightning
artifacts/data_ingestion/data/dataset\dew\2250.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\1958.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\0855.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3077.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6670.jpg,glaze
artifacts/data_ingestion/data/dataset\glaze\6633.jpg,glaze
artifacts/data_ingestion/data/dataset\lightning\2066.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\0952.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0259.jpg,hail
artifacts/data_ingestion/data/dataset\dew\2789.jpg,dew
artifacts/data_ingestion/data/dataset\sandstorm\3043.jpg,sandstorm
artifacts/data_ingestion/data/dataset\snow\0856.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2778.jpg,dew
artifacts/data_ingestion/data/dataset\glaze\6100.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\1357.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\2983.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\3526.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2777.jpg,dew
artifacts/data_ingestion/data/dataset\snow\0987.jpg,snow
artifacts/data_ingestion/data/dataset\rain\1585.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3480.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1500.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3434.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6453.jpg,glaze
artifacts/data_ingestion/data/dataset\dew\2855.jpg,dew
artifacts/data_ingestion/data/dataset\snow\1242.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3529.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4185.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\0911.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4922.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3665.jpg,frost
artifacts/data_ingestion/data/dataset\rainbow\0800.jpg,rainbow
artifacts/data_ingestion/data/dataset\lightning\1866.jpg,lightning
artifacts/data_ingestion/data/dataset\glaze\6096.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4712.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\1085.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4781.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rain\1090.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4431.jpg,fogsmog
artifacts/data_ingestion/data/dataset\lightning\2068.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0579.jpg,hail
artifacts/data_ingestion/data/dataset\rime\5205.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0072.jpg,hail
artifacts/data_ingestion/data/dataset\hail\0122.jpg,hail
artifacts/data_ingestion/data/dataset\snow\0976.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4532.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rain\1280.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1491.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5086.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4230.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6311.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4090.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6208.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1828.jpg,rain
artifacts/data_ingestion/data/dataset\rainbow\0682.jpg,rainbow
artifacts/data_ingestion/data/dataset\hail\0036.jpg,hail
artifacts/data_ingestion/data/dataset\fogsmog\4501.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rain\1553.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4503.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4724.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5000.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3729.jpg,frost
artifacts/data_ingestion/data/dataset\sandstorm\3344.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0556.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6235.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3629.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1751.jpg,rain
artifacts/data_ingestion/data/dataset\snow\1256.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2873.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\1951.jpg,lightning
artifacts/data_ingestion/data/dataset\rain\1803.jpg,rain
artifacts/data_ingestion/data/dataset\dew\2492.jpg,dew
artifacts/data_ingestion/data/dataset\fogsmog\4455.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3983.jpg,frost
artifacts/data_ingestion/data/dataset\dew\2217.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1535.jpg,rain
artifacts/data_ingestion/data/dataset\rime\6033.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4719.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3984.jpg,frost
artifacts/data_ingestion/data/dataset\hail\0348.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6664.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3612.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\1894.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\0909.jpg,snow
artifacts/data_ingestion/data/dataset\rain\1471.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1764.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5600.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4703.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6280.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3812.jpg,frost
artifacts/data_ingestion/data/dataset\sandstorm\3189.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0429.jpg,hail
artifacts/data_ingestion/data/dataset\lightning\1935.jpg,lightning
artifacts/data_ingestion/data/dataset\rain\1773.jpg,rain
artifacts/data_ingestion/data/dataset\lightning\1830.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4909.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\0923.jpg,snow
artifacts/data_ingestion/data/dataset\snow\1389.jpg,snow
artifacts/data_ingestion/data/dataset\glaze\6692.jpg,glaze
artifacts/data_ingestion/data/dataset\glaze\6464.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1588.jpg,rain
artifacts/data_ingestion/data/dataset\snow\1023.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3376.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5771.jpg,rime
artifacts/data_ingestion/data/dataset\rime\5449.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6596.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4293.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2377.jpg,dew
artifacts/data_ingestion/data/dataset\fogsmog\4856.jpg,fogsmog
artifacts/data_ingestion/data/dataset\fogsmog\4678.jpg,fogsmog
artifacts/data_ingestion/data/dataset\lightning\2120.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0380.jpg,hail
artifacts/data_ingestion/data/dataset\rain\1634.jpg,rain
artifacts/data_ingestion/data/dataset\frost\3792.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\1873.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\1043.jpg,snow
artifacts/data_ingestion/data/dataset\rainbow\0613.jpg,rainbow
artifacts/data_ingestion/data/dataset\snow\0984.jpg,snow
artifacts/data_ingestion/data/dataset\lightning\2020.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\1204.jpg,snow
artifacts/data_ingestion/data/dataset\dew\2560.jpg,dew
artifacts/data_ingestion/data/dataset\snow\0998.jpg,snow
artifacts/data_ingestion/data/dataset\rain\1740.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3528.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rainbow\0712.jpg,rainbow
artifacts/data_ingestion/data/dataset\rain\1791.jpg,rain
artifacts/data_ingestion/data/dataset\fogsmog\4271.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0434.jpg,hail
artifacts/data_ingestion/data/dataset\hail\0235.jpg,hail
artifacts/data_ingestion/data/dataset\rain\1529.jpg,rain
artifacts/data_ingestion/data/dataset\rainbow\0814.jpg,rainbow
artifacts/data_ingestion/data/dataset\rainbow\0809.jpg,rainbow
artifacts/data_ingestion/data/dataset\hail\0477.jpg,hail
artifacts/data_ingestion/data/dataset\lightning\2107.jpg,lightning
artifacts/data_ingestion/data/dataset\sandstorm\3120.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0139.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3689.jpg,frost
artifacts/data_ingestion/data/dataset\sandstorm\3491.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\11.jpg,rain
artifacts/data_ingestion/data/dataset\dew\2857.jpg,dew
artifacts/data_ingestion/data/dataset\fogsmog\4131.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rime\5938.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6706.jpg,glaze
artifacts/data_ingestion/data/dataset\fogsmog\4609.jpg,fogsmog
artifacts/data_ingestion/data/dataset\lightning\1939.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0340.jpg,hail
artifacts/data_ingestion/data/dataset\fogsmog\4666.jpg,fogsmog
artifacts/data_ingestion/data/dataset\lightning\2093.jpg,lightning
artifacts/data_ingestion/data/dataset\rime\5559.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3604.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1223.jpg,rain
artifacts/data_ingestion/data/dataset\lightning\1840.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\1380.jpg,snow
artifacts/data_ingestion/data/dataset\rime\5145.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4468.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0158.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3833.jpg,frost
artifacts/data_ingestion/data/dataset\rime\5551.jpg,rime
artifacts/data_ingestion/data/dataset\sandstorm\3533.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0280.jpg,hail
artifacts/data_ingestion/data/dataset\frost\3748.jpg,frost
artifacts/data_ingestion/data/dataset\rainbow\0632.jpg,rainbow
artifacts/data_ingestion/data/dataset\sandstorm\3028.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1710.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3009.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1281.jpg,rain
artifacts/data_ingestion/data/dataset\snow\0995.jpg,snow
artifacts/data_ingestion/data/dataset\glaze\6367.jpg,glaze
artifacts/data_ingestion/data/dataset\snow\1059.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\2958.jpg,sandstorm
artifacts/data_ingestion/data/dataset\snow\1333.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0038.jpg,hail
artifacts/data_ingestion/data/dataset\hail\0312.jpg,hail
artifacts/data_ingestion/data/dataset\rain\1621.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5991.jpg,rime
artifacts/data_ingestion/data/dataset\rainbow\0670.jpg,rainbow
artifacts/data_ingestion/data/dataset\frost\3980.jpg,frost
artifacts/data_ingestion/data/dataset\hail\0490.jpg,hail
artifacts/data_ingestion/data/dataset\frost\4044.jpg,frost
artifacts/data_ingestion/data/dataset\hail\0513.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6113.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1678.jpg,rain
artifacts/data_ingestion/data/dataset\glaze\6362.jpg,glaze
artifacts/data_ingestion/data/dataset\dew\2571.jpg,dew
artifacts/data_ingestion/data/dataset\sandstorm\3248.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\3145.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\2965.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5976.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6442.jpg,glaze
artifacts/data_ingestion/data/dataset\sandstorm\3479.jpg,sandstorm
artifacts/data_ingestion/data/dataset\hail\0275.jpg,hail
artifacts/data_ingestion/data/dataset\dew\2218.jpg,dew
artifacts/data_ingestion/data/dataset\dew\2673.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3701.jpg,frost
artifacts/data_ingestion/data/dataset\rime\6081.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4436.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\1029.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4086.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rain\1798.jpg,rain
artifacts/data_ingestion/data/dataset\frost\3664.jpg,frost
artifacts/data_ingestion/data/dataset\dew\2214.jpg,dew
artifacts/data_ingestion/data/dataset\rime\6082.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0344.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\2957.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4153.jpg,fogsmog
artifacts/data_ingestion/data/dataset\hail\0424.jpg,hail
artifacts/data_ingestion/data/dataset\snow\1295.jpg,snow
artifacts/data_ingestion/data/dataset\rain\1516.jpg,rain
artifacts/data_ingestion/data/dataset\frost\3932.jpg,frost
artifacts/data_ingestion/data/dataset\hail\0370.jpg,hail
artifacts/data_ingestion/data/dataset\rainbow\0600.jpg,rainbow
artifacts/data_ingestion/data/dataset\lightning\2163.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4257.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rain\1591.jpg,rain
artifacts/data_ingestion/data/dataset\dew\2549.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3942.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1165.jpg,snow
artifacts/data_ingestion/data/dataset\lightning\2006.jpg,lightning
artifacts/data_ingestion/data/dataset\sandstorm\3241.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rime\5752.jpg,rime
artifacts/data_ingestion/data/dataset\dew\2325.jpg,dew
artifacts/data_ingestion/data/dataset\sandstorm\3414.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4417.jpg,fogsmog
artifacts/data_ingestion/data/dataset\lightning\1854.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\1428.jpg,snow
artifacts/data_ingestion/data/dataset\lightning\2105.jpg,lightning
artifacts/data_ingestion/data/dataset\snow\1018.jpg,snow
artifacts/data_ingestion/data/dataset\snow\0916.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0571.jpg,hail
artifacts/data_ingestion/data/dataset\hail\0544.jpg,hail
artifacts/data_ingestion/data/dataset\lightning\1998.jpg,lightning
artifacts/data_ingestion/data/dataset\lightning\2131.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4845.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6107.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5482.jpg,rime
artifacts/data_ingestion/data/dataset\rime\5996.jpg,rime
artifacts/data_ingestion/data/dataset\snow\1092.jpg,snow
artifacts/data_ingestion/data/dataset\glaze\6412.jpg,glaze
artifacts/data_ingestion/data/dataset\rainbow\0633.jpg,rainbow
artifacts/data_ingestion/data/dataset\frost\3920.jpg,frost
artifacts/data_ingestion/data/dataset\snow\1074.jpg,snow
artifacts/data_ingestion/data/dataset\rainbow\0703.jpg,rainbow
artifacts/data_ingestion/data/dataset\fogsmog\4780.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rain\1660.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5037.jpg,rime
artifacts/data_ingestion/data/dataset\rime\5842.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6568.jpg,glaze
artifacts/data_ingestion/data/dataset\sandstorm\3152.jpg,sandstorm
artifacts/data_ingestion/data/dataset\dew\2537.jpg,dew
artifacts/data_ingestion/data/dataset\rime\5377.jpg,rime
artifacts/data_ingestion/data/dataset\glaze\6603.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3637.jpg,frost
artifacts/data_ingestion/data/dataset\glaze\6502.jpg,glaze
artifacts/data_ingestion/data/dataset\rain\1457.jpg,rain
artifacts/data_ingestion/data/dataset\dew\2833.jpg,dew
artifacts/data_ingestion/data/dataset\rain\1479.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1344.jpg,rain
artifacts/data_ingestion/data/dataset\sandstorm\3556.jpg,sandstorm
artifacts/data_ingestion/data/dataset\sandstorm\2910.jpg,sandstorm
artifacts/data_ingestion/data/dataset\rain\1486.jpg,rain
artifacts/data_ingestion/data/dataset\snow\1161.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3482.jpg,sandstorm
artifacts/data_ingestion/data/dataset\fogsmog\4741.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2365.jpg,dew
artifacts/data_ingestion/data/dataset\frost\3750.jpg,frost
artifacts/data_ingestion/data/dataset\rime\5912.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0362.jpg,hail
artifacts/data_ingestion/data/dataset\fogsmog\4207.jpg,fogsmog
artifacts/data_ingestion/data/dataset\glaze\6520.jpg,glaze
artifacts/data_ingestion/data/dataset\hail\0148.jpg,hail
artifacts/data_ingestion/data/dataset\snow\1259.jpg,snow
artifacts/data_ingestion/data/dataset\rain\1768.jpg,rain
artifacts/data_ingestion/data/dataset\frost\3672.jpg,frost
artifacts/data_ingestion/data/dataset\snow\0854.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\2963.jpg,sandstorm
artifacts/data_ingestion/data/dataset\snow\0934.jpg,snow
artifacts/data_ingestion/data/dataset\rain\1643.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5888.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1564.jpg,rain
artifacts/data_ingestion/data/dataset\rain\1822.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5864.jpg,rime
artifacts/data_ingestion/data/dataset\fogsmog\4716.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2485.jpg,dew
artifacts/data_ingestion/data/dataset\lightning\2128.jpg,lightning
artifacts/data_ingestion/data/dataset\rime\4988.jpg,rime
artifacts/data_ingestion/data/dataset\frost\4030.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4408.jpg,fogsmog
artifacts/data_ingestion/data/dataset\frost\3646.jpg,frost
artifacts/data_ingestion/data/dataset\dew\2707.jpg,dew
artifacts/data_ingestion/data/dataset\glaze\6374.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3768.jpg,frost
artifacts/data_ingestion/data/dataset\fogsmog\4179.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rainbow\0736.jpg,rainbow
artifacts/data_ingestion/data/dataset\snow\1400.jpg,snow
artifacts/data_ingestion/data/dataset\snow\1359.jpg,snow
artifacts/data_ingestion/data/dataset\fogsmog\4223.jpg,fogsmog
artifacts/data_ingestion/data/dataset\dew\2230.jpg,dew
artifacts/data_ingestion/data/dataset\fogsmog\4381.jpg,fogsmog
artifacts/data_ingestion/data/dataset\snow\1048.jpg,snow
artifacts/data_ingestion/data/dataset\rime\5167.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3644.jpg,frost
artifacts/data_ingestion/data/dataset\sandstorm\3319.jpg,sandstorm
artifacts/data_ingestion/data/dataset\lightning\1898.jpg,lightning
artifacts/data_ingestion/data/dataset\fogsmog\4426.jpg,fogsmog
artifacts/data_ingestion/data/dataset\rain\1583.jpg,rain
artifacts/data_ingestion/data/dataset\hail\0026.jpg,hail
artifacts/data_ingestion/data/dataset\rime\5921.jpg,rime
artifacts/data_ingestion/data/dataset\dew\2522.jpg,dew
artifacts/data_ingestion/data/dataset\glaze\6381.jpg,glaze
artifacts/data_ingestion/data/dataset\sandstorm\2908.jpg,sandstorm
artifacts/data_ingestion/data/dataset\glaze\6167.jpg,glaze
artifacts/data_ingestion/data/dataset\frost\3866.jpg,frost
artifacts/data_ingestion/data/dataset\rain\1728.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5779.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3836.jpg,frost
artifacts/data_ingestion/data/dataset\lightning\1838.jpg,lightning
artifacts/data_ingestion/data/dataset\lightning\1933.jpg,lightning
artifacts/data_ingestion/data/dataset\rain\1487.jpg,rain
artifacts/data_ingestion/data/dataset\snow\1152.jpg,snow
artifacts/data_ingestion/data/dataset\lightning\2062.jpg,lightning
artifacts/data_ingestion/data/dataset\hail\0388.jpg,hail
artifacts/data_ingestion/data/dataset\sandstorm\3123.jpg,sandstorm
artifacts/data_ingestion/data/dataset\snow\1450.jpg,snow
artifacts/data_ingestion/data/dataset\hail\0332.jpg,hail
artifacts/data_ingestion/data/dataset\glaze\6136.jpg,glaze
artifacts/data_ingestion/data/dataset\rime\5791.jpg,rime
artifacts/data_ingestion/data/dataset\rain\1306.jpg,rain
artifacts/data_ingestion/data/dataset\rime\5318.jpg,rime
artifacts/data_ingestion/data/dataset\frost\3867.jpg,frost
artifacts/data_ingestion/data/dataset\snow\0833.jpg,snow
artifacts/data_ingestion/data/dataset\rain\1765.jpg,rain
artifacts/data_ingestion/data/dataset\dew\2443.jpg,dew
artifacts/data_ingestion/data/dataset\rime\5253.jpg,rime
artifacts/data_ingestion/data/dataset\snow\1384.jpg,snow
artifacts/data_ingestion/data/dataset\sandstorm\3040.jpg,sandstorm
artifacts/data_ingestion/data/dataset\snow\0931.jpg,snow
artifacts/data_ingestion/data/dataset\snow\1020.jpg,snow
artifacts/data_ingestion/data/dataset\rime\5114.jpg,rime
artifacts/data_ingestion/data/dataset\hail\0541.jpg,hail
artifacts/data_ingestion/data/dataset\rainbow\0662.jpg,rainbow
artifacts/data_ingestion/data/dataset\frost\3994.jpg,frost
artifacts/data_ingestion/data/dataset\rime\5737.jpg,rime
